C�digo �nico;Nombre del establecimiento;UBIGEO;Direcci�n;C�digo UE;NORTE;ESTE;Capacidad
1039;SAN MIGUEL DECUCHIS;190208;SAN MIGUEL DE CUCHIS S/N;889;-76.42023598;-10.51899228;2404
1040;PATARAYOG;190208;PATARAYOG S/N;889;-76.42242787;-10.53514107;2838
1041;COCAR;190208;ACTUALIZAR;889;-76.420295;-10.57929;3690
1042;ROCCO;190201;ROCCO S/N;889;-76.48737619;-10.48465892;3148
1043;VIRGEN DEL ROSARIO DE HUAYLASJIRCA;190201;HUAYLASJIRCA S/N;889;-76.4892351;-10.48876674;3229
1044;POMAPACHUPAN;190201;PUMAPACHUPAN;889;-76.49127667;-10.54131569;2105
1045;GORGORIN;190202;GORGORIN S/N;889;-76.38975667;-10.57902333;2953
1046;PILLAO;190205;PILLAO;889;-76.49415833;-10.44169333;3145
1047;MICHIVILCA;190207;CARRETERA PRINCIPAL HUANUCO S/N;889;-76.47857773;-10.43530204;3417
1048;FREDY VALLEJOS ORE;190201;AV 28 DE JULIO S/N;889;-76.51557043;-10.49176147;2858
1049;TAMBOPAMPA;190201;TAMBOCHACA S/N;889;-76.45688098;-10.59934634;3697
1050;YANACOCHA;190201;YANACOCHA S/N;889;-76.50095246;-10.47127757;3914
1051;SANTIAGO PAMPA;190201;SANTIAGO PAMPA;889;-76.53440016;-10.59375978;3562
1052;TAMBOCHACA;190201;TAMBOCHACA;889;-76.54264795;-10.48635962;2325
1053;UCHUMARCA;190201;UCHUMARCA;889;-76.51508195;-10.64834842;2918
1054;CHIPIPATA;190201;CHIPIPATA;889;-76.5289431;-10.50069115;2476
1055;PALCA;190201;PALCA;889;-76.51819362;-10.51769433;3223
1056;ASTOBAMBA HUARAUTAMBO;190201;ASTOBAMBA;889;-76.53797895;-10.46572756;3822
1057;POMAYAROS;190201;POMAYAROS;889;-76.538507;-10.64739555;2051
1058;AYAYOG;190201;AYAYOG;889;-76.50730333;-10.549855;3073
1059;ANDES YANAHUANCA;190201;ANDES YANAHUANCA;889;-76.51529848;-10.70601537;2024
1060;ANDACHACA;190201;ANDACHACA;889;-76.52107344;-10.63053436;3941
1061;HOSPITAL REGIONAL HONORIO DELGADO ESPINOZA;40101;AV. ALCIDES CARRION N� 505;767;-71.53314;-16.41567;3709
1062;HOSPITAL III GOYENECHE;40101;AVENIDA GOYENECHE N� 100;766;-71.52837833;-16.401595;3863
1063;CENTRO DE SALUD YANAHUARA;40126;ESQUINA CALLES UGARTE Y ESPINAR S/N;1222;-71.54048923;-16.38601829;2231
1064;CENTRO DE SALUD FRANCISCO BOLOGNESI;40103;CALLE 20 DE ABRIL 204 P.J. FCO. BOLOGNESI;1222;-71.54222177;-16.35485264;2003
1065;CENTRO DE SALUD BUENOS AIRES DE CAYMA;40103;AVENIDA JOSE CARLOS MARIATEGUI 403;1222;-71.54932167;-16.35150667;3014
1066;CENTRO DE SALUD CERRO COLORADO;40104;AVENIDA VILLA HERMOSA 320 URBANIZACION LA LIBERTAD;1222;-71.55824416;-16.37727084;2493
1067;MARITZA CAMPOS DIAZ - ZAMACOLA;40104;OTROS YARAVI ESQUINA CON MARA�ON DISTRITO CERRO COLORADO PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA ;1222;-71.5625923;-16.3514378;3258
1068;CENTRO DE SALUD MARISCAL CASTILLA;40104;AV. GARCILAZO DE LA VEGA 719-URB. MARISCAL CASTILLA;1222;-71.5690034;-16.38917198;3541
1069;PUESTO DE SALUD HUANCA;40508;AV. PRINCIPAL HUANCA;1222;-71.886475;-16.02455833;3205
1070;PUESTO DE SALUD SUMBAY - CHASQUIPAMPA;40126;PAMPA CA�AHUAS S/N;1222;-71.41347667;-16.05668833;2446
1071;PUESTO DE SALUD IMATA;40514;CARRETERA A PUNO;1222;-71.09486333;-15.83893;3370
1072;PUESTO DE SALUD PILLONES;40514;CARRETERA A IMATA;1222;-71.21512667;-15.97807333;3688
1073;PUESTO DE SALUD LA TOMILLA;40103;CALLE CESAR VALLEJO S/N LA TOMILLA;1222;-71.54458043;-16.36180621;2639
1074;PUESTO DE SALUD DEAN VALDIVIA;40103;CONJUNTO HAB. DEAN VALDIVIA SECTOR 13 MZ E LT 1;1222;-71.54756333;-16.33341;2735
1075;PUESTO DE SALUD JOSE S. ATAHUALPA;40104;PROLONGACI�N PROLONGACION PROGRESO MZ. H LOTE 14 PROLONGACION PROGRESO MZ. H LOTE 14 AREQUIPA AREQUIPA AREQUIPA ;1222;-71.56848022;-16.39811426;2087
1076;PUESTO DE SALUD NAZARENO;40104;OTROS ASOC. NAZARENO G-12 CONO NORTE DISTRITO CERRO COLORADO PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA ;1222;-71.54958839;-16.32804293;3593
1077;PUESTO DE SALUD EL CURAL;40104;CARRETERA LATERAL 03 CARRETERA VARIANTE DE UCHUMAYO LATERAL 03 CARRETERA VARIANTE DE UCHUMAYO AREQUIPA AREQUIPA AREQUIPA ;1222;-71.60821088;-16.40754325;3149
1078;CENTRO DE SALUD CIUDAD DE DIOS;40128;KILOMETRO 14 CMTE. 10 MZ. 2 F-1-CIUDAD DE DIOS;1222;-71.619675;-16.30516833;3529
1079;PUESTO DE SALUD YURA;40128;LA ESTACION DE YURA MZ. G LTE. 2 ZONA A;1222;-71.68181062;-16.25090344;3396
1080;PUESTO DE SALUD LLUTA;40511;CALLE PORVENIR S/N;1222;-72.01311933;-16.01506833;3912
1081;PUESTO DE SALUD TAYA;40511;ANEXO TAYA;1222;-71.929555;-16.01903833;3867
1082;CENTRO DE SALUD SAN MARTIN DE SOCABAYA;40122;AVENIDA AVENIDA SOCABAYA 300 AVENIDA SOCABAYA 300 SOCABAYA AREQUIPA AREQUIPA ;1222;-71.53001346;-16.43891117;3022
1083;CENTRO DE SALUD JAVIER LLOSA GARCIA -  HUNTER;40107;CALLE CORDOVA 125 ESQUINA CON COSTA RICA;1222;-71.5545;-16.445535;2644
1084;CENTRO DE SALUD TIABAYA;40123;CALLE PAZ SOLDAN S/N;1222;-71.59014322;-16.45055632;2513
1085;CENTRO DE SALUD DE CHARACATO;40105;OTROS ESQUINA SANTA ANA CON SOCABAYA CHARACATO DISTRITO CHARACATO PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA ;1222;-71.48537775;-16.46839351;2174
1086;PUESTO DE SALUD POLOBAYA;40114;OTROS CELLE AREQUIPA S/N - LA CAPILLA N�MERO S/N DISTRITO POLOBAYA PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA ;1222;-71.36800576;-16.56658739;2142
1087;PUESTO DE SALUD 13 DE ENERO;40129;CALLE MARISCAL CASTILLA 107 URB. 13 DE ENERO;1222;-71.53053591;-16.43296376;3928
1088;CENTRO DE SALUD LAS ESMERALDAS;40129;AV. LAS ESMERALDAS MZ. F LTE. 5 APIS;1222;-71.51231813;-16.45004288;2832
1089;PUESTO DE SALUD FELIX NAQUIRA VILDOSO;40129;URBANIZACION AMAUTA O -29;1222;-71.52167027;-16.43929297;3537
1090;PUESTO DE SALUD CERRO JULI;40129;CALLE EDMUNDO ESCOMEL S/N;1222;-71.54249357;-16.42567922;3568
1091;PUESTO DE SALUD CIUDAD MI TRABAJO;40122;PLAZA PLAZA PRINCIPAL S/N SOCABAYA S/N PLAZA PRINCIPAL S/N SOCABAYA SOCABAYA AREQUIPA AREQUIPA ;1222;-71.53409191;-16.44747911;3366
1092;PUESTO DE SALUD LARA;40122;OTROS PJE LA RONDA S/N LARA S/N PJE LA RONDA S/N LARA SOCABAYA AREQUIPA AREQUIPA ;1222;-71.52755711;-16.45366513;3260
1093;PUESTO DE SALUD SAN FERNANDO;40122;OTROS CACAHUARA S/N-SOCABAYA S/N CACAHUARA S/N-SOCABAYA SOCABAYA AREQUIPA AREQUIPA ;1222;-71.52829799;-16.47323411;2362
1094;PUESTO DE SALUD SALAVERRY;40122;AVENIDA AV. LAS PE�AS S/N SALAVERRY-SOCABAYA S/N AV. LAS PE�AS S/N SALAVERRY-SOCABAYA SOCABAYA AREQUIPA AREQUIPA ;1222;-71.53645074;-16.43492124;3405
1095;PUESTO DE SALUD DANIEL ALCIDES CARRION;40107;AV. UNION 126;1222;-71.55064167;-16.44873667;3562
1096;PUESTO DE SALUD AMPLIACION PAMPAS DEL CUZCO;40107;AV. TAHUANTINSUYO Q-9 COMITE 11;1222;-71.55759333;-16.4504;3722
1097;PUESTO DE SALUD CHILPINILLA;40107;AV. AREQUIPA 101;1222;-71.552225;-16.44025167;3488
1098;PUESTO DE SALUD CAMINOS DEL INCA;40107;AV. PAISAJISTA S/N;1222;-71.56375167;-16.43449;3002
1099;PUESTO DE SALUD UPIS PAISAJISTA;40107;PUEBLO JOVEN UPIS PAISAJISTA E-17;1222;-71.555325;-16.46142333;2163
1100;CENTRO DE SALUD CERRO VERDE;40124;CALLE CONDOROMA S/N-CERRO VERDE;1222;-71.614663;-16.451012;3791
1101;CENTRO DE SALUD CONGATA;40124;PLAZA PRINCIPAL S/N - CONGATA;1222;-71.619783;-16.444755;2283
1102;PUESTO DE SALUD SACHACA;40117;AV. FERNANDINI S/N;1222;-71.566229;-16.42512291;3147
1103;PUESTO DE SALUD PAMPA DE CAMARONES;40117;AV. BRASIL S/N;1222;-71.57208509;-16.41128147;2203
1104;PUESTO DE SALUD LEOPOLDO RONDON - SABANDIA;40116;CALLE CALLE PRINCIPAL ESQUINA LAS PISCINAS DISTRITO SABANDIA PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA ;1222;-71.49591159;-16.45061303;2777
1105;PUESTO DE SALUD MOLLEBAYA;40111;CALLE CALLE TEODORO NU�EZ S/N N�MERO S/N DISTRITO MOLLEBAYA PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA ;1222;-71.46648596;-16.4865984;3044
1106;PUESTO DE SALUD QUEQUE�A;40115;CALLE CALLE SONCOMARCA S/N N�MERO S/N DISTRITO QUEQUE�A PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA ;1222;-71.45144464;-16.55676342;2316
1107;PUESTO DE SALUD YARABAMBA;40127;CALLE CALLE AMERICA 100 DISTRITO YARABAMBA PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA ;1222;-71.47538527;-16.54688554;2892
1108;PUESTO DE SALUD POCSI;40113;OTROS MZ 0 LT 2 DISTRITO POCSI PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA ;1222;-71.38953157;-16.5179115;3828
1109;PUESTO DE SALUD PIACA;40113;CALLE CALLE PRINCIPAL LT 4 PIACA DISTRITO POCSI PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA ;1222;-71.38954095;-16.5178854;3493
1110;PUESTO DE SALUD UCHUMAYO;40124;CALLE BOLIVAR S/N  LOCALIDAD UCHUMAYO;1222;-71.672756;-16.430706;3906
1111;CENTRO DE SALUD ALTO SELVA ALEGRE;40102;AVENIDA ESPA�A 301;1222;-71.5188428;-16.38123178;3917
1112;CENTRO DE SALUD EDIFICADORES MISTI;40110;CALLE RICARDO PALMA 307-309;1222;-71.511274;-16.383061;2145
1113;CENTRO DE SALUD MIRAFLORES;40110;AV. SAN MARTIN 1216;1222;-71.523621;-16.395062;3869
1114;CENTRO DE SALUD MARIANO MELGAR;40109;CALLE ICA 303 URB. SAN LORENZO;1222;-71.511537;-16.401929;2742
1115;CENTRO DE SALUD GENERALISIMO SAN MARTIN;40109;AVENIDA ARGENTINA 1207 ALTO SAN MARTIN;1222;-71.49744255;-16.40465083;3843
1116;CENTRO DE SALUD AMPLIAC. PAUCARPATA;40112;AVENIDA KENNEDY 2101;1222;-71.503445;-16.42708313;3656
1117;CENTRO DE SALUD CIUDAD BLANCA;40112;AVENIDA REVOLUCION 1221- CIUDAD BLANCA;1222;-71.49123542;-16.41757353;3154
1118;CENTRO DE SALUD 15 DE AGOSTO;40112;AVENIDA AVENIDA SALAVERRY 703 DISTRITO PAUCARPATA PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA ;1222;-71.5001644;-16.41300432;3800
1119;CENTRO DE SALUD CHIGUATA;40106;PLAZA PLAZA PRINCIPAL J-4 CHIGUATA DISTRITO CHIGUATA PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA ;1222;-71.39231933;-16.40277486;2094
1120;CENTRO DE SALUD APURIMAC;40102;CALLE HUARAZ S/N ESQUINA CON CALLE 22 DE FEBRERO PPJJ APURIMAC;1222;-71.50965501;-16.37219268;2996
1121;PUESTO DE SALUD LEONES DEL MISTI;40102;P.J. LEONES DEL MISTI ZOANA A / LT - 8;1222;-71.50700517;-16.37005787;3749
1122;CENTRO DE SALUD INDEPENDENCIA;40102;AVENIDA FRANCISCO MOSTAJO 601;1222;-71.5249147;-16.3666543;2746
1123;PUESTO DE SALUD HEROES DEL CENEPA;40102;LOS EUCALIPTOS S/N PAMPAS DE POLANCO;1222;-71.52628302;-16.37633305;3817
1124;CENTRO DE SALUD PORVENIR MIRAFLORES;40110;CALLE PIURA 200;1222;-71.50853;-16.37658833;2653
1125;CENTRO DE SALUD MATEO PUMACAHUA;40110;UPIS MATEO PUMACAHUA E - 39;1222;-71.52131061;-16.39511911;3452
1126;PUESTO DE SALUD ATALAYA;40109;ACTUALIZAR;1222;-71.500494;-16.397108;3602
1127;PUESTO DE SALUD JERUSALEN;40109;CALLE MISTI B-1 P.J. JERUSALEN;1222;-71.48887663;-16.40120964;2032
1128;CENTRO DE SALUD MANUEL PRADO;40112;CALLE AREQUIPA 202 URB. MANUEL PRADO;1222;-71.51264284;-16.41573556;2947
1129;PUESTO DE SALUD ALTO JESUS;40112;AV. JESUS CDRA 28 S/N - CIUDAD BLANCA;1222;-71.494422;-16.422676;3654
1130;PUESTO DE SALUD ISRAEL;40112;AVENIDA LOS ANGELES S/N P.J. ISRAEL S/N AV. LOS ANGELES S/N P.J. ISRAEL AREQUIPA AREQUIPA AREQUIPA ;1222;-71.48497033;-16.4189014;3774
1131;CENTRO DE SALUD NUEVA ALBORADA;40112;ASENTAMIENTO HUMANO NUEVA ALBORADA;1222;-71.49110665;-16.43390621;2782
1132;CENTRO DE SALUD SAN JUAN DE CIUDAD BLANCA;40112;PROLONGACION AVENIDA LOS INCAS S/N-PAUCARPATA;1222;-71.48212635;-16.41449711;2289
1133;CENTRO DE SALUD CAMPO MARTE;40112;AV. KENNEDY 2101;1222;-71.49667335;-16.42725308;2297
1134;PUESTO DE SALUD MIGUEL GRAU  MODULO A;40112;AVENIDA AV. AREQUIPA-TUPAC AMARU-MIGUEL GRAU ZONA A DISTRITO PAUCARPATA PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA ;1222;-71.49418988;-16.40851011;3062
1135;CENTRO DE SALUD MIGUEL GRAU  B;40112;CALLE CALLE 200 MILLAS MZ. 6 LTE. 4 DISTRITO PAUCARPATA PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA ;1222;-71.48505042;-16.40954108;2686
1136;PUESTO DE SALUD MIGUEL GRAU  MODULO C-D;40112;AVENIDA AV.MIGUEL GRAU MZ.11 LTE.6 SECTOR D-PJ MIGUEL GRAU DISTRITO PAUCARPATA PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA ;1222;-71.40823611;-16.4079413;2513
1137;PUESTO DE SALUD SAN JUAN DE TARUCANI;40119;CALLE CALLE TUPAC AMARU 100 DISTRITO SAN JUAN DE TARUCANI PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA ;1222;-71.06073124;-16.18404701;3101
1138;PUESTO DE SALUD ARENALES;40106;PLAZA PLAZA PRINCIPAL S/N ARENALES N�MERO S/N DISTRITO CHIGUATA PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA ;1222;-71.37044905;-16.38296096;2240
1139;PUESTO DE SALUD SALINAS HUITO;40119;PLAZA PLAZA PRINCIPAL S/N SALINAS HUITO N�MERO S/N DISTRITO SAN JUAN DE TARUCANI PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA ;1222;-71.15115141;-16.32152491;3548
1140;CENTRO DE SALUD LA JOYA;40108;AVENIDA PAZ SOLDAN 301;1222;-71.81644588;-16.42251348;3504
1141;CENTRO DE SALUD SAN ISIDRO;40108;CENTRO DE SERV. SAN ISIDRO 1� ASENTAMIENTO;1222;-71.92800737;-16.58611246;2293
1142;CENTRO DE SALUD VITOR;40125;CALLE 29 DE JULIO S/N PLAZA PRINCIPAL BARRIO NUEVO;1222;-71.93673833;-16.46679833;2099
1143;CENTRO DE SALUD  SANDRITA PEREZ EL PEDREGAL;40520;PLAZA PLAZA PRINCIPAL S/N EL PEDREGAL N�MERO S/N DISTRITO MAJES PROVINCIA CAYLLOMA DEPARTAMENTO AREQUIPA ;1222;-72.19036941;-16.36211873;2155
1144;PUESTO DE SALUD CERRITO BUENAVISTA;40108;CALLE PROGRESO S/N PLAZA CIVICA PP.JJ. CBV;1222;-71.83104387;-16.44527906;3843
1145;PUESTO DE SALUD LOS MEDANOS;40108;PPJJ LOS MEDANOS FRENTE A LA CANCHA;1222;-71.81430494;-16.48952679;2339
1146;PUESTO DE SALUD BENITO LAZO;40108;PP.JJ. BENITO LAZO SECTOR 1 R-2;1222;-71.85719181;-16.42200395;2290
1147;CENTRO DE SALUD EL CRUCE - TRIUNFO;40108;PP.JJ. EL TRIUNFO ZONA C FRENTE A LA PLAZA CIVICA;1222;-71.83864805;-16.49559069;3546
1148;PUESTO DE SALUD LA CANO;40108;IRRIGACION LA CANO CENTRO DE SERVICIOS S/N;1222;-71.91938224;-16.52432968;2646
1149;PUESTO DE SALUD SAN CAMILO;40108;IRRIGACION SAN CAMILO CENTRO DE SERVICIOS S/N;1222;-71.88604;-16.68625167;3325
1150;PUESTO DE SALUD SAN JOSE;40108;SAN JOSE PANAMERICANA S/N;1222;-71.83847869;-16.57853458;3738
1151;SANTA ISABEL DE SIGUAS;40120;PLAZA PLAZA PRINCIPAL S/N STA. ISABEL N�MERO S/N DISTRITO SANTA ISABEL DE SIGUAS PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA ;1222;-72.10105665;-16.3203908;3008
1152;PUESTO DE SALUD PITAY;40120;OTROS ANEXO RANCHERIA S/N N�MERO S/N DISTRITO SANTA ISABEL DE SIGUAS PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA ;1222;-72.0532905;-16.20651208;3811
1153;PUESTO DE SALUD SONDOR;40306;SONDOR S/N;768;-73.61403702;-15.49861184;3399
1154;PUESTO DE SALUD SAN JUAN DE SIGUAS - TAMBILLO;40118;PLAZA PLAZA PRINCIPAL DE TAMBILLO S/N N�MERO S/N DISTRITO SAN JUAN DE SIGUAS PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA ;1222;-72.12684883;-16.34862587;3197
1155;PUESTO DE SALUD QUERQUE;40511;OTROS ANEXO SAN PEDRO QUERQUE S/N N�MERO S/N DISTRITO LLUTA PROVINCIA CAYLLOMA DEPARTAMENTO AREQUIPA ;1222;-72.05809427;-15.9315936;2476
1156;ASENTAMIENTO B-1;40520;OTROS CENTRO POBLADO ASENTAMIENTO B-1 S/N N�MERO S/N DISTRITO MAJES PROVINCIA CAYLLOMA DEPARTAMENTO AREQUIPA ;1222;-72.23843853;-16.32123333;3927
1157;PUESTO DE SALUD  B-2;40520;OTROS CENTRO DE SERVICIOS B-2 MZ. E LTE.8 DISTRITO MAJES PROVINCIA CAYLLOMA DEPARTAMENTO AREQUIPA ;1222;-72.25849961;-16.33641472;3082
1158;PUESTO DE SALUD SAN CAMILO 7;40702;IRRIGACION SAN CAMILO ASENTAMIENTO 7;1222;-71.88018333;-16.718525;2067
1159;HOSPITAL DE CAMANA;40201;AV LIMA 550;768;-74.44216848;-15.47487068;3984
1160;CENTRO DE SALUD SAN JOSE;40204;AVENIDA PUENTE GRAU S/N;768;-72.73523808;-16.61956452;2146
1161;CENTRO DE SALUD LA PAMPA;40208;AVENIDA 3 DE NOVIEMBRE 201;768;-72.69956985;-16.61372775;2788
1162;CENTRO DE SALUD SAN GREGORIO;40205;CALLE MARIANO MELGAR 302;768;-72.71509159;-16.57266369;2675
1163;CENTRO DE SALUD OCO�A;40206;JULIO SALAZAR MONROY S/N;768;-73.10560031;-16.43482519;2718
1164;ATICO;40303;AVENIDA AREQUIPA S/N;768;-73.60683834;-16.22901204;2070
1165;CENTRO DE SALUD CHALA;40307;CALLE BOLIVAR 104;768;-74.24662;-15.86067667;2849
1166;CENTRO DE SALUD CARAVELI;40301;JIRON DOS DE MAYO S/N;768;-73.36849961;-15.77487681;2027
1167;CENTRO DE SALUD ACARI;40302;AV RICARDO PALMA S/N;768;-74.62286493;-15.45316165;2807
1168;PUESTO DE SALUD PUCCHUN;40204;AV PANAMERICANA SUR S/N;768;-72.77111819;-16.6026804;2336
1169;PUESTO DE SALUD LUIS F. CORTEGANA-HUACAPUY;40202;AVENIDA MAR DEL PLATA S/N;768;-72.74978235;-16.60163353;3978
1170;EL CARDO;40202;CALLE SAN ISIDRO S/N;768;-72.72570466;-16.60203229;3510
1171;EL PUENTE;40202;CARRETERA PANAMERICANA KM. 827;768;-72.73605156;-16.58546798;3056
1172;EL CARMEN- CAMANA;40208;AV SAMUEL PASTOR S/N;768;-72.70124329;-16.60371903;2886
1173;LA PUNTA- CAMANA;40208;LA PUNTA S/N;768;-72.68377667;-16.650075;3609
1174;JUAN PABLO VIZCARDO GUZMAN;40208;JPV Y GUAMAN K-6;768;-72.69856497;-16.597831;3791
1175;HACIENDA DEL MEDIO;40205;PLAZA PRINCIPAL S/N;768;-72.70881667;-16.58404;2154
1176;SONAY;40205;SONAY S/N;768;-72.6025812;-16.49583398;3728
1177;QUILCA;40207;AV VILLAMAR S/N QUILCA;768;-72.42586196;-16.71699003;2509
1178;LA PLANCHADA;40206;AV PANAMERICANA SUR S/N LA PLANCHADA;768;-73.22026489;-16.40050909;3211
1179;PESCADORES;40206;AV PANAMERICANA SUR S/N PESCADORES;768;-73.25388437;-16.3876033;2271
1180;URASQUI;40203;URASQUI S/N;768;-73.173625;-16.03055167;2340
1181;PUESTO DE SALUD LA EUGENIA;40203;MINAS EUGENIA S/N;768;-73.1875404;-15.89650864;2834
1182;PUESTO DE SALUD TOCOTA;40309;CALLE PRINCIPAL S/N TOCOTA;768;-74.08988;-15.65826;3645
1183;PUESTO DE SALUD SANTA ROSA;40304;PANAMERICANA SUR KM 600.5;768;-74.36367362;-15.80824294;2901
1184;PUESTO DE SALUD ATIQUIPA;40304;CALLE PRNCIPAL S/N ATIQUIPA;768;-74.36378213;-15.79630988;2203
1185;PUESTO DE SALUD CHAPARRA;40308;CALLE PRINCIPAL S/N CHAPARRA;768;-73.861625;-15.73876667;3052
1186;PUESTO DE SALUD ACHANIZO;40308;CALLE PRINCIPAL S/N ACHANIZO;768;-73.96156;-15.80371833;2060
1187;PUESTO DE SALUD QUICACHA;40312;CALLE PRINCIPAL S/N QUICACHA;768;-73.79680333;-15.625505;3702
1188;JAQUI;40310;AV. MIGUEL GRAU S/N;768;-74.44204578;-15.47492872;3923
1189;PUESTO DE SALUD BELLA UNION;40305;PLAZA DE ARMAS S/N;768;-74.65851384;-15.45007926;3492
1190;YAUCA;40313;ACTUALIZAR;768;-74.530195;-15.66397167;2194
1191;PUESTO DE SALUD LOMAS;40311;ACTUALIZAR;768;-74.85363;-15.57211;3575
1192;PUESTO DE SALUD CAHUACHO;40306;CAHUACHO S/N;768;-73.47877504;-15.50414347;2575
1193;PUESTO DE SALUD SONDOR;40120;PLAZA PLAZA PRINCIPAL S/N SONDOR N�MERO S/N DISTRITO SANTA ISABEL DE SIGUAS PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA ;1222;-72.07759969;-16.27925769;3368
1194;PUESTO DE SALUD AYROCA;40306;AYROCA S/N;768;-73.50383535;-15.45359853;2824
1195;CENTRO DE SALUD IQUIPI;40606;PASAJE VIRGEN DE CHAPI S/N;768;-73.13102697;-15.93982886;2433
1196;PIUCA;40606;PLAZA PRINCIPAL S/N;768;-73.16772333;-16.01001667;2267
1197;HOSPITAL APLAO;40401;AVENIDA AVENIDA 21 DE MARZO S/N N�MERO S/N DISTRITO APLAO PROVINCIA CASTILLA DEPARTAMENTO AREQUIPA ;769;-72.49043833;-16.076545;2469
1198;CENTRO DE SALUD ANDAGUA;40402;AVENIDA AV. PAMPAQUILA S/N N�MERO S/N DISTRITO ANDAGUA PROVINCIA CASTILLA DEPARTAMENTO AREQUIPA ;769;-72.35984779;-15.49792624;2847
1199;PUESTO DE SALUD AYO;40403;AVENIDA AV. JOSE VILCA S/N N�MERO S/N DISTRITO AYO PROVINCIA CASTILLA DEPARTAMENTO AREQUIPA ;769;-72.27172628;-15.6826177;2722
1200;PUESTO DE SALUD CHAPACOCO;40405;AVENIDA AV. PRINCIPAL CHAPACOCO DISTRITO CHILCAYMARCA PROVINCIA CASTILLA DEPARTAMENTO AREQUIPA ;769;-72.40182352;-15.33845229;2305
1201;CENTRO DE SALUD ORCOPAMPA;40409;AVENIDA AVENIDA BUENAVENTURA S/N N�MERO S/N DISTRITO ORCOPAMPA PROVINCIA CASTILLA DEPARTAMENTO AREQUIPA ;769;-72.34374211;-15.26797592;2201
1202;PUESTO DE SALUD SOPORO;40402;AVENIDA AV. SOPORO S/N N�MERO S/N DISTRITO ANDAGUA PROVINCIA CASTILLA DEPARTAMENTO AREQUIPA ;769;-72.33186287;-15.53408137;2371
1203;PUESTO DE SALUD JACHA�A;40505;ANEXO JACHA�A S/N;1222;-71.87532229;-14.91449267;3589
1204;CENTRO DE SALUD CHIVAY;40501;CALLE PUENTE INCA 319;1222;-71.59924381;-15.63378644;2633
1205;CENTRO DE SALUD CABANACONDE;40503;CALLE AREQUIPA S/N LOCALIDAD CABANACONDE;1222;-71.97558361;-15.61965523;3977
1206;CENTRO DE SALUD CALLALLI;40504;CALLE POQUECHATA S/N;1222;-71.44226742;-15.5055231;3633
1207;CENTRO DE SALUD CAYLLOMA;40505;SECTOR TUPAC AMARU S/N;1222;-71.7704317;-15.18617579;3814
1208;PUESTO DE SALUD CANOCOTA;40501;AV. HUAYNALIMA S/N;1222;-71.56146349;-15.55911988;2558
1209;PUESTO DE SALUD COPORAQUE;40506;CALLE SANCHEZ CERRO S/N;1222;-71.64591144;-15.6255497;3367
1210;PUESTO DE SALUD LARI;40510;CALLE AMAZONAS S/N;1222;-71.76748928;-15.62347015;2796
1211;PUESTO DE SALUD MADRIGAL;40513;CALLE RAMON CASTILLA S/N;1222;-71.80671118;-15.60751128;2612
1212;PUESTO DE SALUD YANQUE;40519;CALLE MISMI  S/N;1222;-71.65861317;-15.64765606;3875
1213;PUESTO DE SALUD ACHOMA;40502;CALLE FCO. DE ZELA S/N-ESQ. PLAZA PRINCIPAL;1222;-71.69934307;-15.66127872;2278
1214;PUESTO DE SALUD MACA;40512;AV. CABANACONDE S/N;1222;-71.76873565;-15.64025044;2014
1215;PUESTO DE SALUD COTACOTA;40517;LOCALIDAD DE COTACOTA;1222;-71.389235;-15.2147;2536
1216;PUESTO DE SALUD PINCHOLLO;40503;CALLE BOLOGNESI S/N-LOCALIDAD PINCHOLLO;1222;-71.83849167;-15.61377167;2542
1217;PUESTO DE SALUD HUAMBO;40507;CALLE MARISCAL CASTILLA S/N LOCALIDAD HUAMBO;1222;-72.10747059;-15.73184143;3993
1218;PUESTO DE SALUD TAPAY;40516;CALLE PRINCIPAL S/N LOCALIDAD COS�IRHUA;1222;-71.95713365;-15.58410449;3030
1219;PUESTO DE SALUD SANTA ROSA DE SIBAYO;40515;CALLE SAN MARTIN S/N SIBAYO;1222;-71.458325;-15.48788;3221
1220;PUESTO DE SALUD TUTI;40518;LOCALIDAD DE TUTI;1222;-71.55107167;-15.53271333;3601
